T_A[K] T_B[K] CNT sr860x[V] sr860y[V] sr860f[Hz] sr860sin[V] yyyy-mm-dd hh:mm:ss.ccccc
158.076667 157.085000 7194 0.00028841 0.00000155 33.3330 1.0000000000 2022-12-22 01:51:54.174792
158.080000 157.090000 7195 0.00028828 0.00000161 33.3330 1.0000000000 2022-12-22 01:51:56.041159
158.090000 157.098333 7196 0.00028823 0.00000164 33.3330 1.0000000000 2022-12-22 01:51:57.909547
158.091667 157.100000 7197 0.00028823 0.00000166 33.3330 1.0000000000 2022-12-22 01:51:59.795469
158.100000 157.110000 7198 0.00028817 0.00000162 33.3330 1.0000000000 2022-12-22 01:52:01.668976
158.110000 157.120000 7199 0.00028810 0.00000162 33.3330 1.0000000000 2022-12-22 01:52:03.539162
158.116667 157.130000 7200 0.00028816 0.00000163 33.3330 1.0000000000 2022-12-22 01:52:05.430111
158.123333 157.121667 7201 0.00028809 0.00000158 33.3330 1.0000000000 2022-12-22 01:52:07.284218
158.130000 157.131667 7202 0.00028806 0.00000162 33.3330 1.0000000000 2022-12-22 01:52:09.170455
158.136667 157.145000 7203 0.00028804 0.00000164 33.3330 1.0000000000 2022-12-22 01:52:11.036575
158.143333 157.150000 7204 0.00028797 0.00000166 33.3330 1.0000000000 2022-12-22 01:52:12.918259
158.150000 157.150000 7205 0.00028794 0.00000159 33.3330 1.0000000000 2022-12-22 01:52:14.792406
158.160000 157.160000 7206 0.00028789 0.00000162 33.3330 1.0000000000 2022-12-22 01:52:16.661355
158.160000 157.166667 7207 0.00028785 0.00000167 33.3330 1.0000000000 2022-12-22 01:52:18.557118
158.170000 157.171667 7208 0.00028780 0.00000155 33.3330 1.0000000000 2022-12-22 01:52:20.420139
158.170000 157.178333 7209 0.00028771 0.00000158 33.3330 1.0000000000 2022-12-22 01:52:22.306345
158.180000 157.185000 7210 0.00028773 0.00000162 33.3330 1.0000000000 2022-12-22 01:52:24.171300
158.185000 157.188333 7211 0.00028761 0.00000161 33.3330 1.0000000000 2022-12-22 01:52:26.054923
158.190000 157.210000 7212 0.00028770 0.00000163 33.3330 1.0000000000 2022-12-22 01:52:27.922470
158.200000 157.210000 7213 0.00028768 0.00000154 33.3330 1.0000000000 2022-12-22 01:52:29.796448
158.208333 157.210000 7214 0.00028763 0.00000157 33.3330 1.0000000000 2022-12-22 01:52:31.649861
158.210000 157.220000 7215 0.00028765 0.00000159 33.3330 1.0000000000 2022-12-22 01:52:33.543197
158.220000 157.220000 7216 0.00028753 0.00000162 33.3330 1.0000000000 2022-12-22 01:52:35.409074
158.220000 157.221667 7217 0.00028748 0.00000156 33.3330 1.0000000000 2022-12-22 01:52:37.283782
158.230000 157.230000 7218 0.00028746 0.00000160 33.3330 1.0000000000 2022-12-22 01:52:39.152614
158.230000 157.231667 7219 0.00028755 0.00000163 33.3330 1.0000000000 2022-12-22 01:52:41.044258
158.235000 157.240000 7220 0.00028742 0.00000159 33.3330 1.0000000000 2022-12-22 01:52:42.929171
158.240000 157.253333 7221 0.00028746 0.00000163 33.3330 1.0000000000 2022-12-22 01:52:44.823478
158.250000 157.270000 7222 0.00028735 0.00000153 33.3330 1.0000000000 2022-12-22 01:52:46.694136
158.251667 157.270000 7223 0.00028736 0.00000159 33.3330 1.0000000000 2022-12-22 01:52:48.580843
158.260000 157.280000 7224 0.00028727 0.00000158 33.3330 1.0000000000 2022-12-22 01:52:50.474624
158.270000 157.283333 7225 0.00028725 0.00000163 33.3330 1.0000000000 2022-12-22 01:52:52.330677
158.280000 157.290000 7226 0.00028724 0.00000158 33.3330 1.0000000000 2022-12-22 01:52:54.196680
158.280000 157.296667 7227 0.00028724 0.00000165 33.3330 1.0000000000 2022-12-22 01:52:56.075389
158.290000 157.291667 7228 0.00028719 0.00000152 33.3330 1.0000000000 2022-12-22 01:52:57.930636
158.290000 157.301667 7229 0.00028716 0.00000158 33.3330 1.0000000000 2022-12-22 01:52:59.799325
158.300000 157.313333 7230 0.00028715 0.00000162 33.3330 1.0000000000 2022-12-22 01:53:01.668250
158.310000 157.321667 7231 0.00028708 0.00000159 33.3330 1.0000000000 2022-12-22 01:53:03.574322
158.310000 157.330000 7232 0.00028707 0.00000169 33.3330 1.0000000000 2022-12-22 01:53:05.477605
158.320000 157.330000 7233 0.00028705 0.00000148 33.3330 1.0000000000 2022-12-22 01:53:07.371903
158.320000 157.330000 7234 0.00028700 0.00000159 33.3330 1.0000000000 2022-12-22 01:53:09.295972
158.330000 157.338333 7235 0.00028692 0.00000160 33.3330 1.0000000000 2022-12-22 01:53:11.207671
158.331667 157.351667 7236 0.00028692 0.00000167 33.3330 1.0000000000 2022-12-22 01:53:13.071336
158.340000 157.360000 7237 0.00028692 0.00000158 33.3330 1.0000000000 2022-12-22 01:53:14.968990
158.350000 157.368333 7238 0.00028682 0.00000157 33.3330 1.0000000000 2022-12-22 01:53:16.834078
158.355000 157.368333 7239 0.00028681 0.00000151 33.3330 1.0000000000 2022-12-22 01:53:18.736902
158.360000 157.371667 7240 0.00028678 0.00000161 33.3330 1.0000000000 2022-12-22 01:53:20.636023
158.370000 157.390000 7241 0.00028681 0.00000160 33.3330 1.0000000000 2022-12-22 01:53:22.535868
158.370000 157.380000 7242 0.00028667 0.00000159 33.3330 1.0000000000 2022-12-22 01:53:24.452472
158.380000 157.390000 7243 0.00028674 0.00000164 33.3330 1.0000000000 2022-12-22 01:53:26.333682
158.383333 157.398333 7244 0.00028675 0.00000152 33.3330 1.0000000000 2022-12-22 01:53:28.234381
158.390000 157.410000 7245 0.00028675 0.00000159 33.3330 1.0000000000 2022-12-22 01:53:30.115702
158.393333 157.420000 7246 0.00028669 0.00000165 33.3330 1.0000000000 2022-12-22 01:53:31.988318
158.400000 157.420000 7247 0.00028661 0.00000163 33.3330 1.0000000000 2022-12-22 01:53:33.856308
158.410000 157.430000 7248 0.00028660 0.00000159 33.3330 1.0000000000 2022-12-22 01:53:35.732551
158.410000 157.430000 7249 0.00028653 0.00000160 33.3330 1.0000000000 2022-12-22 01:53:37.634483
158.420000 157.440000 7250 0.00028651 0.00000159 33.3330 1.0000000000 2022-12-22 01:53:39.537526
158.428333 157.450000 7251 0.00028646 0.00000161 33.3330 1.0000000000 2022-12-22 01:53:41.410513
158.430000 157.450000 7252 0.00028648 0.00000175 33.3330 1.0000000000 2022-12-22 01:53:43.280909
158.440000 157.461667 7253 0.00028644 0.00000157 33.3330 1.0000000000 2022-12-22 01:53:45.133817
158.450000 157.463333 7254 0.00028638 0.00000155 33.3330 1.0000000000 2022-12-22 01:53:46.995451
158.453333 157.470000 7255 0.00028626 0.00000160 33.3330 1.0000000000 2022-12-22 01:53:48.879932
158.460000 157.470000 7256 0.00028626 0.00000159 33.3330 1.0000000000 2022-12-22 01:53:50.738646
158.470000 157.490000 7257 0.00028626 0.00000159 33.3330 1.0000000000 2022-12-22 01:53:52.613656
158.476667 157.490000 7258 0.00028624 0.00000165 33.3330 1.0000000000 2022-12-22 01:53:54.484378
158.485000 157.500000 7259 0.00028620 0.00000159 33.3330 1.0000000000 2022-12-22 01:53:56.355503
158.490000 157.500000 7260 0.00028613 0.00000160 33.3330 1.0000000000 2022-12-22 01:53:58.231716
158.496667 157.508333 7261 0.00028614 0.00000157 33.3330 1.0000000000 2022-12-22 01:54:00.137011
158.500000 157.510000 7262 0.00028619 0.00000155 33.3330 1.0000000000 2022-12-22 01:54:02.002934
158.510000 157.520000 7263 0.00028607 0.00000158 33.3330 1.0000000000 2022-12-22 01:54:03.874432
158.511667 157.530000 7264 0.00028598 0.00000162 33.3330 1.0000000000 2022-12-22 01:54:05.738213
158.520000 157.530000 7265 0.00028597 0.00000155 33.3330 1.0000000000 2022-12-22 01:54:07.635317
158.525000 157.535000 7266 0.00028593 0.00000163 33.3330 1.0000000000 2022-12-22 01:54:09.520164
158.530000 157.536667 7267 0.00028599 0.00000158 33.3330 1.0000000000 2022-12-22 01:54:11.388244
158.530000 157.546667 7268 0.00028603 0.00000166 33.3330 1.0000000000 2022-12-22 01:54:13.288815
158.536667 157.550000 7269 0.00028589 0.00000166 33.3330 1.0000000000 2022-12-22 01:54:15.139999
158.540000 157.561667 7270 0.00028586 0.00000159 33.3330 1.0000000000 2022-12-22 01:54:17.021833
158.550000 157.570000 7271 0.00028585 0.00000154 33.3330 1.0000000000 2022-12-22 01:54:18.911717
158.556667 157.580000 7272 0.00028574 0.00000163 33.3330 1.0000000000 2022-12-22 01:54:20.774764
158.560000 157.580000 7273 0.00028578 0.00000159 33.3330 1.0000000000 2022-12-22 01:54:22.617260
158.570000 157.596667 7274 0.00028575 0.00000162 33.3330 1.0000000000 2022-12-22 01:54:24.476382
158.580000 157.605000 7275 0.00028571 0.00000154 33.3330 1.0000000000 2022-12-22 01:54:26.326142
158.590000 157.620000 7276 0.00028568 0.00000162 33.3330 1.0000000000 2022-12-22 01:54:28.186200
158.600000 157.616667 7277 0.00028568 0.00000158 33.3330 1.0000000000 2022-12-22 01:54:30.106984
158.610000 157.620000 7278 0.00028562 0.00000164 33.3330 1.0000000000 2022-12-22 01:54:31.982288
158.620000 157.620000 7279 0.00028551 0.00000167 33.3330 1.0000000000 2022-12-22 01:54:33.853934
158.628333 157.626667 7280 0.00028546 0.00000155 33.3330 1.0000000000 2022-12-22 01:54:35.729933
158.636667 157.630000 7281 0.00028544 0.00000160 33.3330 1.0000000000 2022-12-22 01:54:37.608707
158.640000 157.640000 7282 0.00028540 0.00000158 33.3330 1.0000000000 2022-12-22 01:54:39.493741
158.650000 157.648333 7283 0.00028540 0.00000158 33.3330 1.0000000000 2022-12-22 01:54:41.355703
158.651667 157.650000 7284 0.00028529 0.00000158 33.3330 1.0000000000 2022-12-22 01:54:43.239948
158.661667 157.660000 7285 0.00028533 0.00000153 33.3330 1.0000000000 2022-12-22 01:54:45.142179
158.670000 157.660000 7286 0.00028529 0.00000160 33.3330 1.0000000000 2022-12-22 01:54:47.022256
158.676667 157.666667 7287 0.00028524 0.00000160 33.3330 1.0000000000 2022-12-22 01:54:48.889614
158.680000 157.675000 7288 0.00028524 0.00000157 33.3330 1.0000000000 2022-12-22 01:54:50.743317
158.688333 157.680000 7289 0.00028519 0.00000158 33.3330 1.0000000000 2022-12-22 01:54:52.646715
158.698333 157.680000 7290 0.00028512 0.00000166 33.3330 1.0000000000 2022-12-22 01:54:54.549317
158.700000 157.690000 7291 0.00028512 0.00000155 33.3330 1.0000000000 2022-12-22 01:54:56.418067
158.710000 157.700000 7292 0.00028510 0.00000156 33.3330 1.0000000000 2022-12-22 01:54:58.291579
158.710000 157.706667 7293 0.00028502 0.00000159 33.3330 1.0000000000 2022-12-22 01:55:00.180441
158.720000 157.710000 7294 0.00028496 0.00000158 33.3330 1.0000000000 2022-12-22 01:55:02.123536
158.725000 157.720000 7295 0.00028499 0.00000157 33.3330 1.0000000000 2022-12-22 01:55:04.016337
158.730000 157.730000 7296 0.00028493 0.00000154 33.3330 1.0000000000 2022-12-22 01:55:05.891540
158.740000 157.731667 7297 0.00028493 0.00000153 33.3330 1.0000000000 2022-12-22 01:55:07.770078
158.748333 157.731667 7298 0.00028486 0.00000156 33.3330 1.0000000000 2022-12-22 01:55:09.636281
158.750000 157.740000 7299 0.00028479 0.00000158 33.3330 1.0000000000 2022-12-22 01:55:11.495763
158.756667 157.750000 7300 0.00028480 0.00000160 33.3330 1.0000000000 2022-12-22 01:55:13.387846
158.760000 157.760000 7301 0.00028476 0.00000156 33.3330 1.0000000000 2022-12-22 01:55:15.261756
158.770000 157.765000 7302 0.00028468 0.00000164 33.3330 1.0000000000 2022-12-22 01:55:17.149577
158.770000 157.770000 7303 0.00028471 0.00000163 33.3330 1.0000000000 2022-12-22 01:55:19.021005
158.780000 157.780000 7304 0.00028467 0.00000158 33.3330 1.0000000000 2022-12-22 01:55:20.890768
158.790000 157.790000 7305 0.00028471 0.00000160 33.3330 1.0000000000 2022-12-22 01:55:22.762434
158.791667 157.790000 7306 0.00028459 0.00000157 33.3330 1.0000000000 2022-12-22 01:55:24.627918
158.805000 157.800000 7307 0.00028457 0.00000161 33.3330 1.0000000000 2022-12-22 01:55:26.494273
158.810000 157.800000 7308 0.00028454 0.00000161 33.3330 1.0000000000 2022-12-22 01:55:28.392358
158.818333 157.810000 7309 0.00028447 0.00000161 33.3330 1.0000000000 2022-12-22 01:55:30.267270
158.820000 157.818333 7310 0.00028452 0.00000160 33.3330 1.0000000000 2022-12-22 01:55:32.142788
158.830000 157.813333 7311 0.00028442 0.00000158 33.3330 1.0000000000 2022-12-22 01:55:34.016278
158.830000 157.820000 7312 0.00028444 0.00000154 33.3330 1.0000000000 2022-12-22 01:55:35.899206
158.840000 157.830000 7313 0.00028433 0.00000158 33.3330 1.0000000000 2022-12-22 01:55:37.785824
158.850000 157.830000 7314 0.00028430 0.00000157 33.3330 1.0000000000 2022-12-22 01:55:39.645324
158.850000 157.850000 7315 0.00028422 0.00000158 33.3330 1.0000000000 2022-12-22 01:55:41.525364
158.858333 157.850000 7316 0.00028435 0.00000169 33.3330 1.0000000000 2022-12-22 01:55:43.389497
158.860000 157.855000 7317 0.00028427 0.00000160 33.3330 1.0000000000 2022-12-22 01:55:45.269956
158.870000 157.870000 7318 0.00028420 0.00000160 33.3330 1.0000000000 2022-12-22 01:55:47.148179
158.880000 157.870000 7319 0.00028417 0.00000162 33.3330 1.0000000000 2022-12-22 01:55:49.044841
158.880000 157.880000 7320 0.00028424 0.00000162 33.3330 1.0000000000 2022-12-22 01:55:50.949403
158.890000 157.890000 7321 0.00028410 0.00000162 33.3330 1.0000000000 2022-12-22 01:55:52.831767
158.900000 157.890000 7322 0.00028407 0.00000157 33.3330 1.0000000000 2022-12-22 01:55:54.685291
158.910000 157.900000 7323 0.00028403 0.00000162 33.3330 1.0000000000 2022-12-22 01:55:56.567592
158.915000 157.910000 7324 0.00028400 0.00000167 33.3330 1.0000000000 2022-12-22 01:55:58.451986
158.920000 157.910000 7325 0.00028395 0.00000162 33.3330 1.0000000000 2022-12-22 01:56:00.305635
158.930000 157.916667 7326 0.00028396 0.00000161 33.3330 1.0000000000 2022-12-22 01:56:02.180124
158.940000 157.920000 7327 0.00028393 0.00000151 33.3330 1.0000000000 2022-12-22 01:56:04.070697
158.940000 157.930000 7328 0.00028393 0.00000157 33.3330 1.0000000000 2022-12-22 01:56:06.006312
158.950000 157.930000 7329 0.00028377 0.00000155 33.3330 1.0000000000 2022-12-22 01:56:07.921473
158.950000 157.930000 7330 0.00028379 0.00000157 33.3330 1.0000000000 2022-12-22 01:56:09.811472
158.960000 157.940000 7331 0.00028376 0.00000166 33.3330 1.0000000000 2022-12-22 01:56:11.689143
158.960000 157.950000 7332 0.00028376 0.00000152 33.3330 1.0000000000 2022-12-22 01:56:13.591617
158.970000 157.958333 7333 0.00028366 0.00000158 33.3330 1.0000000000 2022-12-22 01:56:15.449566
158.976667 157.970000 7334 0.00028369 0.00000163 33.3330 1.0000000000 2022-12-22 01:56:17.314920
158.980000 157.970000 7335 0.00028365 0.00000161 33.3330 1.0000000000 2022-12-22 01:56:19.173114
158.990000 157.976667 7336 0.00028357 0.00000155 33.3330 1.0000000000 2022-12-22 01:56:21.044925
158.990000 157.980000 7337 0.00028362 0.00000148 33.3330 1.0000000000 2022-12-22 01:56:22.929380
159.000000 157.990000 7338 0.00028361 0.00000160 33.3330 1.0000000000 2022-12-22 01:56:24.795936
159.000000 157.990000 7339 0.00028355 0.00000156 33.3330 1.0000000000 2022-12-22 01:56:26.697069
159.010000 158.000000 7340 0.00028352 0.00000154 33.3330 1.0000000000 2022-12-22 01:56:28.580140
159.010000 158.000000 7341 0.00028347 0.00000158 33.3330 1.0000000000 2022-12-22 01:56:30.425175
159.020000 158.010000 7342 0.00028341 0.00000151 33.3330 1.0000000000 2022-12-22 01:56:32.314252
159.020000 158.013333 7343 0.00028337 0.00000157 33.3330 1.0000000000 2022-12-22 01:56:34.186837
159.030000 158.028333 7344 0.00028342 0.00000160 33.3330 1.0000000000 2022-12-22 01:56:36.051448
159.036667 158.030000 7345 0.00028336 0.00000157 33.3330 1.0000000000 2022-12-22 01:56:37.969893
159.040000 158.040000 7346 0.00028328 0.00000162 33.3330 1.0000000000 2022-12-22 01:56:39.828149
159.050000 158.050000 7347 0.00028328 0.00000158 33.3330 1.0000000000 2022-12-22 01:56:41.694386
159.053333 158.060000 7348 0.00028331 0.00000158 33.3330 1.0000000000 2022-12-22 01:56:43.574301
159.060000 158.060000 7349 0.00028319 0.00000158 33.3330 1.0000000000 2022-12-22 01:56:45.427173
159.070000 158.070000 7350 0.00028325 0.00000159 33.3330 1.0000000000 2022-12-22 01:56:47.299520
159.075000 158.070000 7351 0.00028318 0.00000158 33.3330 1.0000000000 2022-12-22 01:56:49.174426
159.080000 158.080000 7352 0.00028316 0.00000158 33.3330 1.0000000000 2022-12-22 01:56:51.042918
159.090000 158.080000 7353 0.00028309 0.00000158 33.3330 1.0000000000 2022-12-22 01:56:52.899917
159.090000 158.090000 7354 0.00028309 0.00000157 33.3330 1.0000000000 2022-12-22 01:56:54.782305
159.100000 158.090000 7355 0.00028308 0.00000159 33.3330 1.0000000000 2022-12-22 01:56:56.666975
159.101667 158.091667 7356 0.00028311 0.00000162 33.3330 1.0000000000 2022-12-22 01:56:58.535708
159.110000 158.110000 7357 0.00028301 0.00000153 33.3330 1.0000000000 2022-12-22 01:57:00.419374
159.120000 158.110000 7358 0.00028303 0.00000155 33.3330 1.0000000000 2022-12-22 01:57:02.302044
159.120000 158.120000 7359 0.00028294 0.00000157 33.3330 1.0000000000 2022-12-22 01:57:04.169411
159.130000 158.130000 7360 0.00028288 0.00000152 33.3330 1.0000000000 2022-12-22 01:57:06.064655
159.130000 158.130000 7361 0.00028289 0.00000155 33.3330 1.0000000000 2022-12-22 01:57:07.910065
159.140000 158.140000 7362 0.00028284 0.00000155 33.3330 1.0000000000 2022-12-22 01:57:09.794506
159.150000 158.150000 7363 0.00028290 0.00000159 33.3330 1.0000000000 2022-12-22 01:57:11.666921
159.150000 158.158333 7364 0.00028283 0.00000156 33.3330 1.0000000000 2022-12-22 01:57:13.553994
159.160000 158.160000 7365 0.00028289 0.00000163 33.3330 1.0000000000 2022-12-22 01:57:15.429023
159.170000 158.161667 7366 0.00028273 0.00000158 33.3330 1.0000000000 2022-12-22 01:57:17.303338
159.175000 158.173333 7367 0.00028269 0.00000165 33.3330 1.0000000000 2022-12-22 01:57:19.192495
159.185000 158.180000 7368 0.00028269 0.00000154 33.3330 1.0000000000 2022-12-22 01:57:21.059753
159.190000 158.190000 7369 0.00028268 0.00000163 33.3330 1.0000000000 2022-12-22 01:57:22.976651
159.200000 158.190000 7370 0.00028259 0.00000159 33.3330 1.0000000000 2022-12-22 01:57:24.856051
159.205000 158.195000 7371 0.00028260 0.00000154 33.3330 1.0000000000 2022-12-22 01:57:26.737366
159.211667 158.210000 7372 0.00028253 0.00000150 33.3330 1.0000000000 2022-12-22 01:57:28.603660
159.220000 158.210000 7373 0.00028249 0.00000158 33.3330 1.0000000000 2022-12-22 01:57:30.473053
159.230000 158.215000 7374 0.00028248 0.00000151 33.3330 1.0000000000 2022-12-22 01:57:32.359040
159.233333 158.226667 7375 0.00028241 0.00000161 33.3330 1.0000000000 2022-12-22 01:57:34.210295
159.240000 158.240000 7376 0.00028244 0.00000158 33.3330 1.0000000000 2022-12-22 01:57:36.059828
159.250000 158.240000 7377 0.00028235 0.00000155 33.3330 1.0000000000 2022-12-22 01:57:37.927295
159.260000 158.240000 7378 0.00028228 0.00000161 33.3330 1.0000000000 2022-12-22 01:57:39.799779
159.270000 158.250000 7379 0.00028227 0.00000153 33.3330 1.0000000000 2022-12-22 01:57:41.673570
159.275000 158.250000 7380 0.00028219 0.00000159 33.3330 1.0000000000 2022-12-22 01:57:43.560378
159.280000 158.260000 7381 0.00028223 0.00000161 33.3330 1.0000000000 2022-12-22 01:57:45.420040
159.290000 158.270000 7382 0.00028224 0.00000160 33.3330 1.0000000000 2022-12-22 01:57:47.320817
159.291667 158.260000 7383 0.00028209 0.00000158 33.3330 1.0000000000 2022-12-22 01:57:49.168919
159.300000 158.270000 7384 0.00028208 0.00000157 33.3330 1.0000000000 2022-12-22 01:57:51.058766
159.310000 158.278333 7385 0.00028204 0.00000153 33.3330 1.0000000000 2022-12-22 01:57:52.921615
159.310000 158.290000 7386 0.00028207 0.00000160 33.3330 1.0000000000 2022-12-22 01:57:54.803351
159.320000 158.290000 7387 0.00028205 0.00000155 33.3330 1.0000000000 2022-12-22 01:57:56.680104
159.320000 158.300000 7388 0.00028194 0.00000162 33.3330 1.0000000000 2022-12-22 01:57:58.562623
159.330000 158.300000 7389 0.00028196 0.00000157 33.3330 1.0000000000 2022-12-22 01:58:00.424362
159.330000 158.306667 7390 0.00028201 0.00000160 33.3330 1.0000000000 2022-12-22 01:58:02.292537
159.340000 158.320000 7391 0.00028186 0.00000163 33.3330 1.0000000000 2022-12-22 01:58:04.197082
159.340000 158.326667 7392 0.00028189 0.00000158 33.3330 1.0000000000 2022-12-22 01:58:06.084786
159.350000 158.336667 7393 0.00028183 0.00000156 33.3330 1.0000000000 2022-12-22 01:58:07.941497
159.356667 158.340000 7394 0.00028180 0.00000161 33.3330 1.0000000000 2022-12-22 01:58:09.800865
159.360000 158.340000 7395 0.00028178 0.00000157 33.3330 1.0000000000 2022-12-22 01:58:11.668374
159.370000 158.350000 7396 0.00028179 0.00000157 33.3330 1.0000000000 2022-12-22 01:58:13.549649
159.370000 158.355000 7397 0.00028177 0.00000162 33.3330 1.0000000000 2022-12-22 01:58:15.442703
159.380000 158.360000 7398 0.00028173 0.00000155 33.3330 1.0000000000 2022-12-22 01:58:17.329316
159.385000 158.370000 7399 0.00028169 0.00000163 33.3330 1.0000000000 2022-12-22 01:58:19.198632
159.393333 158.380000 7400 0.00028165 0.00000155 33.3330 1.0000000000 2022-12-22 01:58:21.060860
159.400000 158.385000 7401 0.00028168 0.00000163 33.3330 1.0000000000 2022-12-22 01:58:22.965684
159.400000 158.390000 7402 0.00028153 0.00000152 33.3330 1.0000000000 2022-12-22 01:58:24.866079
159.410000 158.400000 7403 0.00028147 0.00000160 33.3330 1.0000000000 2022-12-22 01:58:26.768309
159.420000 158.410000 7404 0.00028148 0.00000162 33.3330 1.0000000000 2022-12-22 01:58:28.698952
159.421667 158.410000 7405 0.00028150 0.00000156 33.3330 1.0000000000 2022-12-22 01:58:30.577201
159.430000 158.410000 7406 0.00028149 0.00000159 33.3330 1.0000000000 2022-12-22 01:58:32.443135
159.435000 158.420000 7407 0.00028151 0.00000152 33.3330 1.0000000000 2022-12-22 01:58:34.335795
159.440000 158.430000 7408 0.00028145 0.00000161 33.3330 1.0000000000 2022-12-22 01:58:36.194910
159.443333 158.430000 7409 0.00028134 0.00000151 33.3330 1.0000000000 2022-12-22 01:58:38.080613
159.450000 158.433333 7410 0.00028131 0.00000157 33.3330 1.0000000000 2022-12-22 01:58:39.964621
159.450000 158.438333 7411 0.00028135 0.00000157 33.3330 1.0000000000 2022-12-22 01:58:41.832650
159.450000 158.448333 7412 0.00028134 0.00000162 33.3330 1.0000000000 2022-12-22 01:58:43.710479
159.460000 158.450000 7413 0.00028137 0.00000158 33.3330 1.0000000000 2022-12-22 01:58:45.598329
159.460000 158.456667 7414 0.00028129 0.00000160 33.3330 1.0000000000 2022-12-22 01:58:47.474454
159.470000 158.470000 7415 0.00028116 0.00000157 33.3330 1.0000000000 2022-12-22 01:58:49.325657
159.470000 158.480000 7416 0.00028124 0.00000159 33.3330 1.0000000000 2022-12-22 01:58:51.206831
159.480000 158.490000 7417 0.00028122 0.00000157 33.3330 1.0000000000 2022-12-22 01:58:53.083760
159.481667 158.490000 7418 0.00028117 0.00000156 33.3330 1.0000000000 2022-12-22 01:58:54.964403
159.490000 158.500000 7419 0.00028116 0.00000157 33.3330 1.0000000000 2022-12-22 01:58:56.871539
159.500000 158.500000 7420 0.00028115 0.00000160 33.3330 1.0000000000 2022-12-22 01:58:58.718712
159.505000 158.510000 7421 0.00028107 0.00000158 33.3330 1.0000000000 2022-12-22 01:59:00.581317
159.510000 158.520000 7422 0.00028104 0.00000157 33.3330 1.0000000000 2022-12-22 01:59:02.461851
159.520000 158.530000 7423 0.00028099 0.00000159 33.3330 1.0000000000 2022-12-22 01:59:04.347430
159.530000 158.523333 7424 0.00028094 0.00000159 33.3330 1.0000000000 2022-12-22 01:59:06.206454
159.530000 158.530000 7425 0.00028096 0.00000166 33.3330 1.0000000000 2022-12-22 01:59:08.072136
159.540000 158.538333 7426 0.00028088 0.00000163 33.3330 1.0000000000 2022-12-22 01:59:09.959590
159.543333 158.550000 7427 0.00028095 0.00000153 33.3330 1.0000000000 2022-12-22 01:59:11.817618
159.550000 158.553333 7428 0.00028088 0.00000157 33.3330 1.0000000000 2022-12-22 01:59:13.701245
159.560000 158.560000 7429 0.00028083 0.00000149 33.3330 1.0000000000 2022-12-22 01:59:15.581517
159.570000 158.570000 7430 0.00028076 0.00000154 33.3330 1.0000000000 2022-12-22 01:59:17.464176
159.573333 158.571667 7431 0.00028069 0.00000154 33.3330 1.0000000000 2022-12-22 01:59:19.363173
159.580000 158.580000 7432 0.00028067 0.00000149 33.3330 1.0000000000 2022-12-22 01:59:21.208572
159.590000 158.590000 7433 0.00028070 0.00000156 33.3330 1.0000000000 2022-12-22 01:59:23.084017
159.598333 158.600000 7434 0.00028068 0.00000162 33.3330 1.0000000000 2022-12-22 01:59:24.958945
159.600000 158.600000 7435 0.00028062 0.00000157 33.3330 1.0000000000 2022-12-22 01:59:26.834640
159.610000 158.600000 7436 0.00028053 0.00000163 33.3330 1.0000000000 2022-12-22 01:59:28.682930
159.620000 158.605000 7437 0.00028048 0.00000158 33.3330 1.0000000000 2022-12-22 01:59:30.582625
159.620000 158.610000 7438 0.00028048 0.00000163 33.3330 1.0000000000 2022-12-22 01:59:32.471424
159.625000 158.620000 7439 0.00028049 0.00000165 33.3330 1.0000000000 2022-12-22 01:59:34.341345
159.630000 158.630000 7440 0.00028044 0.00000155 33.3330 1.0000000000 2022-12-22 01:59:36.214395
159.640000 158.630000 7441 0.00028046 0.00000160 33.3330 1.0000000000 2022-12-22 01:59:38.110104
159.646667 158.640000 7442 0.00028040 0.00000156 33.3330 1.0000000000 2022-12-22 01:59:39.979368
159.650000 158.650000 7443 0.00028034 0.00000153 33.3330 1.0000000000 2022-12-22 01:59:41.826386
159.660000 158.660000 7444 0.00028035 0.00000161 33.3330 1.0000000000 2022-12-22 01:59:43.717866
159.670000 158.663333 7445 0.00028032 0.00000154 33.3330 1.0000000000 2022-12-22 01:59:45.579546
159.671667 158.670000 7446 0.00028018 0.00000154 33.3330 1.0000000000 2022-12-22 01:59:47.463176
159.680000 158.675000 7447 0.00028022 0.00000157 33.3330 1.0000000000 2022-12-22 01:59:49.358852
159.690000 158.681667 7448 0.00028024 0.00000154 33.3330 1.0000000000 2022-12-22 01:59:51.215628
159.696667 158.690000 7449 0.00028021 0.00000156 33.3330 1.0000000000 2022-12-22 01:59:53.091891
159.700000 158.690000 7450 0.00028014 0.00000160 33.3330 1.0000000000 2022-12-22 01:59:54.957295
159.710000 158.690000 7451 0.00028017 0.00000160 33.3330 1.0000000000 2022-12-22 01:59:56.822533
159.710000 158.700000 7452 0.00028002 0.00000156 33.3330 1.0000000000 2022-12-22 01:59:58.713386
159.720000 158.700000 7453 0.00028005 0.00000159 33.3330 1.0000000000 2022-12-22 02:00:00.606848
159.720000 158.710000 7454 0.00028005 0.00000158 33.3330 1.0000000000 2022-12-22 02:00:02.506876
159.730000 158.721667 7455 0.00027999 0.00000160 33.3330 1.0000000000 2022-12-22 02:00:04.374265
