T_A[K] T_B[K] CNT sr860x[V] sr860y[V] sr860f[Hz] sr860sin[V] yyyy-mm-dd hh:mm:ss.ccccc
208.991667 209.810000 15605 0.00017542 0.00000111 33.3330 1.0000000000 2022-12-22 06:15:28.808495
209.000000 209.800000 15606 0.00017548 0.00000104 33.3330 1.0000000000 2022-12-22 06:15:30.705334
209.010000 209.801667 15607 0.00017546 0.00000102 33.3330 1.0000000000 2022-12-22 06:15:32.603659
209.016667 209.810000 15608 0.00017534 0.00000109 33.3330 1.0000000000 2022-12-22 06:15:34.511653
209.020000 209.816667 15609 0.00017538 0.00000102 33.3330 1.0000000000 2022-12-22 06:15:36.441346
209.020000 209.830000 15610 0.00017542 0.00000105 33.3330 1.0000000000 2022-12-22 06:15:38.342877
209.030000 209.838333 15611 0.00017538 0.00000108 33.3330 1.0000000000 2022-12-22 06:15:40.194430
209.031667 209.850000 15612 0.00017533 0.00000107 33.3330 1.0000000000 2022-12-22 06:15:42.077396
209.040000 209.850000 15613 0.00017541 0.00000111 33.3330 1.0000000000 2022-12-22 06:15:43.964343
209.043333 209.860000 15614 0.00017535 0.00000108 33.3330 1.0000000000 2022-12-22 06:15:45.858317
209.050000 209.866667 15615 0.00017545 0.00000109 33.3330 1.0000000000 2022-12-22 06:15:47.750775
209.060000 209.873333 15616 0.00017537 0.00000108 33.3330 1.0000000000 2022-12-22 06:15:49.620384
209.068333 209.871667 15617 0.00017535 0.00000110 33.3330 1.0000000000 2022-12-22 06:15:51.532644
209.071667 209.880000 15618 0.00017536 0.00000102 33.3330 1.0000000000 2022-12-22 06:15:53.410323
209.080000 209.898333 15619 0.00017539 0.00000111 33.3330 1.0000000000 2022-12-22 06:15:55.354603
209.090000 209.900000 15620 0.00017534 0.00000109 33.3330 1.0000000000 2022-12-22 06:15:57.230811
209.100000 209.900000 15621 0.00017533 0.00000108 33.3330 1.0000000000 2022-12-22 06:15:59.100650
209.100000 209.905000 15622 0.00017528 0.00000104 33.3330 1.0000000000 2022-12-22 06:16:00.976988
209.110000 209.915000 15623 0.00017530 0.00000105 33.3330 1.0000000000 2022-12-22 06:16:02.849402
209.110000 209.920000 15624 0.00017534 0.00000104 33.3330 1.0000000000 2022-12-22 06:16:04.768638
209.120000 209.921667 15625 0.00017535 0.00000102 33.3330 1.0000000000 2022-12-22 06:16:06.627688
209.126667 209.930000 15626 0.00017534 0.00000110 33.3330 1.0000000000 2022-12-22 06:16:08.486277
209.133333 209.930000 15627 0.00017527 0.00000109 33.3330 1.0000000000 2022-12-22 06:16:10.354326
209.140000 209.940000 15628 0.00017531 0.00000108 33.3330 1.0000000000 2022-12-22 06:16:12.237474
209.146667 209.940000 15629 0.00017530 0.00000108 33.3330 1.0000000000 2022-12-22 06:16:14.092475
209.150000 209.950000 15630 0.00017529 0.00000110 33.3330 1.0000000000 2022-12-22 06:16:15.979233
209.150000 209.956667 15631 0.00017530 0.00000111 33.3330 1.0000000000 2022-12-22 06:16:17.859489
209.153333 209.960000 15632 0.00017527 0.00000105 33.3330 1.0000000000 2022-12-22 06:16:19.746382
209.160000 209.970000 15633 0.00017526 0.00000109 33.3330 1.0000000000 2022-12-22 06:16:21.603805
209.168333 209.970000 15634 0.00017532 0.00000108 33.3330 1.0000000000 2022-12-22 06:16:23.511781
209.166667 209.983333 15635 0.00017522 0.00000107 33.3330 1.0000000000 2022-12-22 06:16:25.379463
209.170000 209.988333 15636 0.00017527 0.00000107 33.3330 1.0000000000 2022-12-22 06:16:27.266239
209.180000 209.988333 15637 0.00017522 0.00000110 33.3330 1.0000000000 2022-12-22 06:16:29.115487
209.180000 210.000000 15638 0.00017527 0.00000105 33.3330 1.0000000000 2022-12-22 06:16:30.991777
209.181667 210.010000 15639 0.00017530 0.00000100 33.3330 1.0000000000 2022-12-22 06:16:32.862565
209.188333 210.016667 15640 0.00017524 0.00000106 33.3330 1.0000000000 2022-12-22 06:16:34.748523
209.190000 210.020000 15641 0.00017524 0.00000105 33.3330 1.0000000000 2022-12-22 06:16:36.613510
209.190000 210.030000 15642 0.00017520 0.00000102 33.3330 1.0000000000 2022-12-22 06:16:38.503819
209.200000 210.040000 15643 0.00017524 0.00000105 33.3330 1.0000000000 2022-12-22 06:16:40.372058
209.210000 210.051667 15644 0.00017520 0.00000109 33.3330 1.0000000000 2022-12-22 06:16:42.265805
209.210000 210.060000 15645 0.00017517 0.00000109 33.3330 1.0000000000 2022-12-22 06:16:44.148849
209.220000 210.070000 15646 0.00017522 0.00000107 33.3330 1.0000000000 2022-12-22 06:16:46.030863
209.223333 210.070000 15647 0.00017522 0.00000114 33.3330 1.0000000000 2022-12-22 06:16:47.918567
209.230000 210.070000 15648 0.00017529 0.00000116 33.3330 1.0000000000 2022-12-22 06:16:49.774757
209.240000 210.070000 15649 0.00017523 0.00000109 33.3330 1.0000000000 2022-12-22 06:16:51.673366
209.246667 210.080000 15650 0.00017518 0.00000107 33.3330 1.0000000000 2022-12-22 06:16:53.602263
209.250000 210.085000 15651 0.00017521 0.00000111 33.3330 1.0000000000 2022-12-22 06:16:55.500619
209.251667 210.098333 15652 0.00017514 0.00000107 33.3330 1.0000000000 2022-12-22 06:16:57.382399
209.260000 210.110000 15653 0.00017518 0.00000103 33.3330 1.0000000000 2022-12-22 06:16:59.266785
209.266667 210.110000 15654 0.00017518 0.00000104 33.3330 1.0000000000 2022-12-22 06:17:01.151479
209.271667 210.120000 15655 0.00017523 0.00000099 33.3330 1.0000000000 2022-12-22 06:17:03.041095
209.280000 210.120000 15656 0.00017520 0.00000100 33.3330 1.0000000000 2022-12-22 06:17:04.886296
209.281667 210.123333 15657 0.00017518 0.00000107 33.3330 1.0000000000 2022-12-22 06:17:06.776271
209.290000 210.130000 15658 0.00017512 0.00000112 33.3330 1.0000000000 2022-12-22 06:17:08.637318
209.295000 210.131667 15659 0.00017514 0.00000105 33.3330 1.0000000000 2022-12-22 06:17:10.519047
209.300000 210.140000 15660 0.00017508 0.00000106 33.3330 1.0000000000 2022-12-22 06:17:12.414047
209.303333 210.140000 15661 0.00017514 0.00000109 33.3330 1.0000000000 2022-12-22 06:17:14.319427
209.310000 210.155000 15662 0.00017517 0.00000106 33.3330 1.0000000000 2022-12-22 06:17:16.219508
209.310000 210.165000 15663 0.00017515 0.00000103 33.3330 1.0000000000 2022-12-22 06:17:18.132871
209.320000 210.170000 15664 0.00017519 0.00000106 33.3330 1.0000000000 2022-12-22 06:17:20.036808
209.323333 210.180000 15665 0.00017515 0.00000112 33.3330 1.0000000000 2022-12-22 06:17:21.922075
209.330000 210.186667 15666 0.00017517 0.00000111 33.3330 1.0000000000 2022-12-22 06:17:23.801542
209.340000 210.200000 15667 0.00017512 0.00000111 33.3330 1.0000000000 2022-12-22 06:17:25.670610
209.345000 210.206667 15668 0.00017516 0.00000111 33.3330 1.0000000000 2022-12-22 06:17:27.574525
209.350000 210.200000 15669 0.00017518 0.00000109 33.3330 1.0000000000 2022-12-22 06:17:29.448148
209.356667 210.210000 15670 0.00017515 0.00000106 33.3330 1.0000000000 2022-12-22 06:17:31.307414
209.360000 210.216667 15671 0.00017511 0.00000106 33.3330 1.0000000000 2022-12-22 06:17:33.174511
209.370000 210.230000 15672 0.00017515 0.00000113 33.3330 1.0000000000 2022-12-22 06:17:35.143277
209.380000 210.228333 15673 0.00017512 0.00000101 33.3330 1.0000000000 2022-12-22 06:17:37.025899
209.380000 210.230000 15674 0.00017504 0.00000107 33.3330 1.0000000000 2022-12-22 06:17:38.937123
209.390000 210.238333 15675 0.00017512 0.00000106 33.3330 1.0000000000 2022-12-22 06:17:40.812991
209.400000 210.245000 15676 0.00017510 0.00000111 33.3330 1.0000000000 2022-12-22 06:17:42.704211
209.400000 210.250000 15677 0.00017503 0.00000108 33.3330 1.0000000000 2022-12-22 06:17:44.573413
209.408333 210.250000 15678 0.00017508 0.00000110 33.3330 1.0000000000 2022-12-22 06:17:46.474907
209.416667 210.268333 15679 0.00017512 0.00000105 33.3330 1.0000000000 2022-12-22 06:17:48.375490
209.420000 210.270000 15680 0.00017517 0.00000111 33.3330 1.0000000000 2022-12-22 06:17:50.280091
209.423333 210.270000 15681 0.00017503 0.00000107 33.3330 1.0000000000 2022-12-22 06:17:52.176559
209.430000 210.280000 15682 0.00017506 0.00000107 33.3330 1.0000000000 2022-12-22 06:17:54.109057
209.435000 210.290000 15683 0.00017506 0.00000103 33.3330 1.0000000000 2022-12-22 06:17:55.984757
209.440000 210.290000 15684 0.00017503 0.00000105 33.3330 1.0000000000 2022-12-22 06:17:57.864666
209.440000 210.291667 15685 0.00017511 0.00000109 33.3330 1.0000000000 2022-12-22 06:17:59.745310
209.445000 210.300000 15686 0.00017509 0.00000108 33.3330 1.0000000000 2022-12-22 06:18:01.606461
209.450000 210.310000 15687 0.00017502 0.00000101 33.3330 1.0000000000 2022-12-22 06:18:03.499092
209.450000 210.311667 15688 0.00017510 0.00000112 33.3330 1.0000000000 2022-12-22 06:18:05.381065
209.450000 210.320000 15689 0.00017506 0.00000109 33.3330 1.0000000000 2022-12-22 06:18:07.270564
209.460000 210.325000 15690 0.00017503 0.00000107 33.3330 1.0000000000 2022-12-22 06:18:09.136260
209.460000 210.340000 15691 0.00017508 0.00000107 33.3330 1.0000000000 2022-12-22 06:18:11.023681
209.463333 210.345000 15692 0.00017496 0.00000108 33.3330 1.0000000000 2022-12-22 06:18:12.877017
209.470000 210.358333 15693 0.00017495 0.00000110 33.3330 1.0000000000 2022-12-22 06:18:14.776507
209.471667 210.360000 15694 0.00017506 0.00000101 33.3330 1.0000000000 2022-12-22 06:18:16.633315
209.478333 210.360000 15695 0.00017503 0.00000112 33.3330 1.0000000000 2022-12-22 06:18:18.508057
209.480000 210.371667 15696 0.00017504 0.00000109 33.3330 1.0000000000 2022-12-22 06:18:20.352086
209.490000 210.375000 15697 0.00017505 0.00000107 33.3330 1.0000000000 2022-12-22 06:18:22.241299
209.491667 210.380000 15698 0.00017497 0.00000112 33.3330 1.0000000000 2022-12-22 06:18:24.113935
209.498333 210.390000 15699 0.00017502 0.00000107 33.3330 1.0000000000 2022-12-22 06:18:25.991252
209.500000 210.391667 15700 0.00017500 0.00000099 33.3330 1.0000000000 2022-12-22 06:18:27.874277
209.510000 210.400000 15701 0.00017503 0.00000111 33.3330 1.0000000000 2022-12-22 06:18:29.778170
209.510000 210.403333 15702 0.00017497 0.00000110 33.3330 1.0000000000 2022-12-22 06:18:31.629886
209.520000 210.406667 15703 0.00017501 0.00000104 33.3330 1.0000000000 2022-12-22 06:18:33.516040
209.520000 210.411667 15704 0.00017499 0.00000117 33.3330 1.0000000000 2022-12-22 06:18:35.400176
209.520000 210.423333 15705 0.00017496 0.00000103 33.3330 1.0000000000 2022-12-22 06:18:37.253533
209.530000 210.430000 15706 0.00017500 0.00000105 33.3330 1.0000000000 2022-12-22 06:18:39.123112
209.530000 210.448333 15707 0.00017497 0.00000105 33.3330 1.0000000000 2022-12-22 06:18:40.995863
209.540000 210.450000 15708 0.00017499 0.00000111 33.3330 1.0000000000 2022-12-22 06:18:42.855460
209.540000 210.450000 15709 0.00017496 0.00000104 33.3330 1.0000000000 2022-12-22 06:18:44.718784
209.550000 210.463333 15710 0.00017494 0.00000105 33.3330 1.0000000000 2022-12-22 06:18:46.614827
209.553333 210.471667 15711 0.00017497 0.00000110 33.3330 1.0000000000 2022-12-22 06:18:48.482453
209.561667 210.475000 15712 0.00017496 0.00000105 33.3330 1.0000000000 2022-12-22 06:18:50.384809
209.568333 210.473333 15713 0.00017503 0.00000105 33.3330 1.0000000000 2022-12-22 06:18:52.235443
209.570000 210.481667 15714 0.00017493 0.00000111 33.3330 1.0000000000 2022-12-22 06:18:54.112842
209.580000 210.490000 15715 0.00017491 0.00000106 33.3330 1.0000000000 2022-12-22 06:18:56.022557
209.580000 210.490000 15716 0.00017492 0.00000107 33.3330 1.0000000000 2022-12-22 06:18:57.887643
209.590000 210.510000 15717 0.00017496 0.00000105 33.3330 1.0000000000 2022-12-22 06:18:59.754797
209.591667 210.520000 15718 0.00017487 0.00000102 33.3330 1.0000000000 2022-12-22 06:19:01.620060
209.603333 210.520000 15719 0.00017492 0.00000105 33.3330 1.0000000000 2022-12-22 06:19:03.492010
209.610000 210.530000 15720 0.00017489 0.00000108 33.3330 1.0000000000 2022-12-22 06:19:05.355971
209.610000 210.530000 15721 0.00017491 0.00000106 33.3330 1.0000000000 2022-12-22 06:19:07.241963
209.620000 210.536667 15722 0.00017500 0.00000102 33.3330 1.0000000000 2022-12-22 06:19:09.111148
209.630000 210.541667 15723 0.00017484 0.00000107 33.3330 1.0000000000 2022-12-22 06:19:10.988990
209.638333 210.550000 15724 0.00017492 0.00000112 33.3330 1.0000000000 2022-12-22 06:19:12.873582
209.645000 210.560000 15725 0.00017493 0.00000105 33.3330 1.0000000000 2022-12-22 06:19:14.747065
209.650000 210.550000 15726 0.00017490 0.00000104 33.3330 1.0000000000 2022-12-22 06:19:16.629309
209.650000 210.560000 15727 0.00017486 0.00000114 33.3330 1.0000000000 2022-12-22 06:19:18.498333
209.660000 210.565000 15728 0.00017486 0.00000108 33.3330 1.0000000000 2022-12-22 06:19:20.371651
209.670000 210.580000 15729 0.00017487 0.00000108 33.3330 1.0000000000 2022-12-22 06:19:22.238030
209.670000 210.580000 15730 0.00017486 0.00000111 33.3330 1.0000000000 2022-12-22 06:19:24.121127
209.680000 210.590000 15731 0.00017485 0.00000104 33.3330 1.0000000000 2022-12-22 06:19:25.995884
209.680000 210.590000 15732 0.00017491 0.00000105 33.3330 1.0000000000 2022-12-22 06:19:27.843715
209.690000 210.590000 15733 0.00017485 0.00000107 33.3330 1.0000000000 2022-12-22 06:19:29.729512
209.690000 210.600000 15734 0.00017485 0.00000112 33.3330 1.0000000000 2022-12-22 06:19:31.598638
209.690000 210.610000 15735 0.00017489 0.00000100 33.3330 1.0000000000 2022-12-22 06:19:33.500576
209.700000 210.620000 15736 0.00017483 0.00000106 33.3330 1.0000000000 2022-12-22 06:19:35.368278
209.700000 210.620000 15737 0.00017486 0.00000103 33.3330 1.0000000000 2022-12-22 06:19:37.232963
209.701667 210.630000 15738 0.00017485 0.00000105 33.3330 1.0000000000 2022-12-22 06:19:39.120356
209.710000 210.638333 15739 0.00017486 0.00000110 33.3330 1.0000000000 2022-12-22 06:19:41.018577
209.715000 210.650000 15740 0.00017475 0.00000102 33.3330 1.0000000000 2022-12-22 06:19:42.894818
209.720000 210.660000 15741 0.00017483 0.00000099 33.3330 1.0000000000 2022-12-22 06:19:44.759075
209.721667 210.660000 15742 0.00017485 0.00000105 33.3330 1.0000000000 2022-12-22 06:19:46.647077
209.730000 210.666667 15743 0.00017485 0.00000108 33.3330 1.0000000000 2022-12-22 06:19:48.506795
209.740000 210.670000 15744 0.00017484 0.00000108 33.3330 1.0000000000 2022-12-22 06:19:50.390510
209.740000 210.670000 15745 0.00017481 0.00000107 33.3330 1.0000000000 2022-12-22 06:19:52.248046
209.741667 210.680000 15746 0.00017483 0.00000112 33.3330 1.0000000000 2022-12-22 06:19:54.138810
209.750000 210.690000 15747 0.00017477 0.00000105 33.3330 1.0000000000 2022-12-22 06:19:56.005336
209.755000 210.700000 15748 0.00017487 0.00000107 33.3330 1.0000000000 2022-12-22 06:19:57.884642
209.768333 210.710000 15749 0.00017476 0.00000114 33.3330 1.0000000000 2022-12-22 06:19:59.767788
209.770000 210.710000 15750 0.00017483 0.00000105 33.3330 1.0000000000 2022-12-22 06:20:01.639368
209.775000 210.710000 15751 0.00017479 0.00000106 33.3330 1.0000000000 2022-12-22 06:20:03.489519
209.780000 210.720000 15752 0.00017483 0.00000111 33.3330 1.0000000000 2022-12-22 06:20:05.400853
209.783333 210.720000 15753 0.00017478 0.00000113 33.3330 1.0000000000 2022-12-22 06:20:07.255228
209.790000 210.733333 15754 0.00017477 0.00000109 33.3330 1.0000000000 2022-12-22 06:20:09.143430
209.796667 210.740000 15755 0.00017478 0.00000107 33.3330 1.0000000000 2022-12-22 06:20:11.032078
209.800000 210.750000 15756 0.00017478 0.00000107 33.3330 1.0000000000 2022-12-22 06:20:12.887962
209.810000 210.750000 15757 0.00017468 0.00000111 33.3330 1.0000000000 2022-12-22 06:20:14.785705
209.810000 210.760000 15758 0.00017476 0.00000102 33.3330 1.0000000000 2022-12-22 06:20:16.684765
209.820000 210.770000 15759 0.00017475 0.00000109 33.3330 1.0000000000 2022-12-22 06:20:18.631671
209.825000 210.775000 15760 0.00017468 0.00000106 33.3330 1.0000000000 2022-12-22 06:20:20.522421
209.830000 210.780000 15761 0.00017470 0.00000107 33.3330 1.0000000000 2022-12-22 06:20:22.393228
209.840000 210.783333 15762 0.00017477 0.00000106 33.3330 1.0000000000 2022-12-22 06:20:24.265425
209.840000 210.781667 15763 0.00017480 0.00000109 33.3330 1.0000000000 2022-12-22 06:20:26.145447
209.850000 210.795000 15764 0.00017468 0.00000104 33.3330 1.0000000000 2022-12-22 06:20:28.028112
209.853333 210.800000 15765 0.00017469 0.00000107 33.3330 1.0000000000 2022-12-22 06:20:29.906331
209.860000 210.800000 15766 0.00017472 0.00000105 33.3330 1.0000000000 2022-12-22 06:20:31.792866
209.863333 210.805000 15767 0.00017473 0.00000106 33.3330 1.0000000000 2022-12-22 06:20:33.646532
209.870000 210.820000 15768 0.00017468 0.00000115 33.3330 1.0000000000 2022-12-22 06:20:35.542261
209.870000 210.830000 15769 0.00017468 0.00000108 33.3330 1.0000000000 2022-12-22 06:20:37.408320
209.878333 210.830000 15770 0.00017476 0.00000109 33.3330 1.0000000000 2022-12-22 06:20:39.315924
209.880000 210.840000 15771 0.00017477 0.00000106 33.3330 1.0000000000 2022-12-22 06:20:41.188947
209.888333 210.841667 15772 0.00017474 0.00000113 33.3330 1.0000000000 2022-12-22 06:20:43.096527
209.890000 210.850000 15773 0.00017465 0.00000108 33.3330 1.0000000000 2022-12-22 06:20:44.969120
209.895000 210.858333 15774 0.00017465 0.00000107 33.3330 1.0000000000 2022-12-22 06:20:46.919493
209.900000 210.860000 15775 0.00017470 0.00000104 33.3330 1.0000000000 2022-12-22 06:20:48.791530
209.910000 210.870000 15776 0.00017467 0.00000114 33.3330 1.0000000000 2022-12-22 06:20:50.671270
209.910000 210.870000 15777 0.00017470 0.00000107 33.3330 1.0000000000 2022-12-22 06:20:52.554770
209.915000 210.883333 15778 0.00017463 0.00000104 33.3330 1.0000000000 2022-12-22 06:20:54.435118
209.920000 210.890000 15779 0.00017467 0.00000107 33.3330 1.0000000000 2022-12-22 06:20:56.312813
209.928333 210.891667 15780 0.00017464 0.00000105 33.3330 1.0000000000 2022-12-22 06:20:58.204163
209.930000 210.905000 15781 0.00017465 0.00000106 33.3330 1.0000000000 2022-12-22 06:21:00.046556
209.940000 210.913333 15782 0.00017465 0.00000108 33.3330 1.0000000000 2022-12-22 06:21:01.931032
209.940000 210.920000 15783 0.00017472 0.00000109 33.3330 1.0000000000 2022-12-22 06:21:03.838328
209.950000 210.911667 15784 0.00017464 0.00000106 33.3330 1.0000000000 2022-12-22 06:21:05.706563
209.950000 210.930000 15785 0.00017464 0.00000108 33.3330 1.0000000000 2022-12-22 06:21:07.594834
209.960000 210.938333 15786 0.00017464 0.00000111 33.3330 1.0000000000 2022-12-22 06:21:09.496220
209.960000 210.941667 15787 0.00017465 0.00000110 33.3330 1.0000000000 2022-12-22 06:21:11.384472
209.970000 210.940000 15788 0.00017464 0.00000104 33.3330 1.0000000000 2022-12-22 06:21:13.268783
209.975000 210.951667 15789 0.00017463 0.00000114 33.3330 1.0000000000 2022-12-22 06:21:15.151331
209.980000 210.965000 15790 0.00017466 0.00000112 33.3330 1.0000000000 2022-12-22 06:21:17.078971
209.990000 210.973333 15791 0.00017466 0.00000111 33.3330 1.0000000000 2022-12-22 06:21:18.949405
209.990000 210.980000 15792 0.00017459 0.00000104 33.3330 1.0000000000 2022-12-22 06:21:20.849930
210.000000 210.980000 15793 0.00017463 0.00000109 33.3330 1.0000000000 2022-12-22 06:21:22.733256
210.010000 210.990000 15794 0.00017456 0.00000105 33.3330 1.0000000000 2022-12-22 06:21:24.631212
210.010000 210.991667 15795 0.00017461 0.00000106 33.3330 1.0000000000 2022-12-22 06:21:26.535798
210.018333 211.000000 15796 0.00017464 0.00000110 33.3330 1.0000000000 2022-12-22 06:21:28.451925
210.021667 211.000000 15797 0.00017454 0.00000108 33.3330 1.0000000000 2022-12-22 06:21:30.368240
210.030000 211.000000 15798 0.00017461 0.00000104 33.3330 1.0000000000 2022-12-22 06:21:32.247034
210.035000 211.010000 15799 0.00017462 0.00000101 33.3330 1.0000000000 2022-12-22 06:21:34.109436
210.036667 211.020000 15800 0.00017458 0.00000105 33.3330 1.0000000000 2022-12-22 06:21:36.000788
210.043333 211.030000 15801 0.00017461 0.00000115 33.3330 1.0000000000 2022-12-22 06:21:37.869970
210.050000 211.031667 15802 0.00017456 0.00000109 33.3330 1.0000000000 2022-12-22 06:21:39.750840
210.056667 211.040000 15803 0.00017456 0.00000115 33.3330 1.0000000000 2022-12-22 06:21:41.635031
210.060000 211.050000 15804 0.00017461 0.00000102 33.3330 1.0000000000 2022-12-22 06:21:43.536305
210.066667 211.051667 15805 0.00017450 0.00000106 33.3330 1.0000000000 2022-12-22 06:21:45.404968
210.070000 211.060000 15806 0.00017454 0.00000109 33.3330 1.0000000000 2022-12-22 06:21:47.273548
210.073333 211.070000 15807 0.00017458 0.00000107 33.3330 1.0000000000 2022-12-22 06:21:49.137687
210.080000 211.075000 15808 0.00017454 0.00000109 33.3330 1.0000000000 2022-12-22 06:21:50.990793
210.090000 211.088333 15809 0.00017448 0.00000101 33.3330 1.0000000000 2022-12-22 06:21:52.870792
210.091667 211.093333 15810 0.00017454 0.00000107 33.3330 1.0000000000 2022-12-22 06:21:54.739231
210.100000 211.100000 15811 0.00017458 0.00000108 33.3330 1.0000000000 2022-12-22 06:21:56.649741
210.110000 211.110000 15812 0.00017452 0.00000112 33.3330 1.0000000000 2022-12-22 06:21:58.535843
210.110000 211.110000 15813 0.00017452 0.00000109 33.3330 1.0000000000 2022-12-22 06:22:00.406440
210.120000 211.120000 15814 0.00017452 0.00000108 33.3330 1.0000000000 2022-12-22 06:22:02.273132
210.130000 211.126667 15815 0.00017450 0.00000105 33.3330 1.0000000000 2022-12-22 06:22:04.133701
210.140000 211.120000 15816 0.00017452 0.00000104 33.3330 1.0000000000 2022-12-22 06:22:06.034561
210.143333 211.130000 15817 0.00017453 0.00000106 33.3330 1.0000000000 2022-12-22 06:22:07.946596
210.150000 211.130000 15818 0.00017448 0.00000111 33.3330 1.0000000000 2022-12-22 06:22:09.874001
210.160000 211.140000 15819 0.00017453 0.00000112 33.3330 1.0000000000 2022-12-22 06:22:11.772734
210.166667 211.143333 15820 0.00017448 0.00000115 33.3330 1.0000000000 2022-12-22 06:22:13.642596
210.170000 211.158333 15821 0.00017448 0.00000103 33.3330 1.0000000000 2022-12-22 06:22:15.530951
210.171667 211.160000 15822 0.00017447 0.00000106 33.3330 1.0000000000 2022-12-22 06:22:17.391377
210.180000 211.170000 15823 0.00017445 0.00000114 33.3330 1.0000000000 2022-12-22 06:22:19.296535
210.186667 211.170000 15824 0.00017447 0.00000109 33.3330 1.0000000000 2022-12-22 06:22:21.175530
210.190000 211.180000 15825 0.00017448 0.00000104 33.3330 1.0000000000 2022-12-22 06:22:23.046225
210.193333 211.183333 15826 0.00017444 0.00000102 33.3330 1.0000000000 2022-12-22 06:22:24.918961
210.200000 211.200000 15827 0.00017446 0.00000109 33.3330 1.0000000000 2022-12-22 06:22:26.825893
210.210000 211.200000 15828 0.00017446 0.00000107 33.3330 1.0000000000 2022-12-22 06:22:28.669455
210.213333 211.205000 15829 0.00017448 0.00000109 33.3330 1.0000000000 2022-12-22 06:22:30.543396
210.220000 211.210000 15830 0.00017444 0.00000104 33.3330 1.0000000000 2022-12-22 06:22:32.409610
210.230000 211.210000 15831 0.00017450 0.00000108 33.3330 1.0000000000 2022-12-22 06:22:34.267799
210.230000 211.220000 15832 0.00017438 0.00000108 33.3330 1.0000000000 2022-12-22 06:22:36.144049
210.238333 211.230000 15833 0.00017441 0.00000111 33.3330 1.0000000000 2022-12-22 06:22:38.052571
210.240000 211.230000 15834 0.00017443 0.00000106 33.3330 1.0000000000 2022-12-22 06:22:39.899294
210.241667 211.245000 15835 0.00017450 0.00000101 33.3330 1.0000000000 2022-12-22 06:22:41.796215
210.250000 211.250000 15836 0.00017443 0.00000104 33.3330 1.0000000000 2022-12-22 06:22:43.672888
210.260000 211.250000 15837 0.00017443 0.00000108 33.3330 1.0000000000 2022-12-22 06:22:45.541930
210.261667 211.260000 15838 0.00017448 0.00000106 33.3330 1.0000000000 2022-12-22 06:22:47.417571
210.266667 211.260000 15839 0.00017448 0.00000107 33.3330 1.0000000000 2022-12-22 06:22:49.298564
210.270000 211.270000 15840 0.00017443 0.00000114 33.3330 1.0000000000 2022-12-22 06:22:51.201950
210.280000 211.280000 15841 0.00017446 0.00000110 33.3330 1.0000000000 2022-12-22 06:22:53.072241
210.280000 211.280000 15842 0.00017436 0.00000103 33.3330 1.0000000000 2022-12-22 06:22:54.978245
210.288333 211.290000 15843 0.00017439 0.00000106 33.3330 1.0000000000 2022-12-22 06:22:56.926540
210.290000 211.290000 15844 0.00017442 0.00000113 33.3330 1.0000000000 2022-12-22 06:22:58.797554
210.300000 211.310000 15845 0.00017440 0.00000102 33.3330 1.0000000000 2022-12-22 06:23:00.671921
210.300000 211.315000 15846 0.00017449 0.00000111 33.3330 1.0000000000 2022-12-22 06:23:02.552168
210.305000 211.320000 15847 0.00017439 0.00000104 33.3330 1.0000000000 2022-12-22 06:23:04.450793
210.310000 211.320000 15848 0.00017439 0.00000104 33.3330 1.0000000000 2022-12-22 06:23:06.314891
210.320000 211.320000 15849 0.00017443 0.00000109 33.3330 1.0000000000 2022-12-22 06:23:08.180453
210.320000 211.340000 15850 0.00017442 0.00000110 33.3330 1.0000000000 2022-12-22 06:23:10.042817
210.330000 211.340000 15851 0.00017444 0.00000117 33.3330 1.0000000000 2022-12-22 06:23:11.933889
210.330000 211.350000 15852 0.00017439 0.00000110 33.3330 1.0000000000 2022-12-22 06:23:13.808190
210.340000 211.355000 15853 0.00017444 0.00000104 33.3330 1.0000000000 2022-12-22 06:23:15.722829
210.340000 211.363333 15854 0.00017436 0.00000107 33.3330 1.0000000000 2022-12-22 06:23:17.575608
210.350000 211.370000 15855 0.00017438 0.00000104 33.3330 1.0000000000 2022-12-22 06:23:19.449347
210.350000 211.373333 15856 0.00017430 0.00000106 33.3330 1.0000000000 2022-12-22 06:23:21.319759
210.360000 211.380000 15857 0.00017435 0.00000109 33.3330 1.0000000000 2022-12-22 06:23:23.206868
210.365000 211.390000 15858 0.00017434 0.00000109 33.3330 1.0000000000 2022-12-22 06:23:25.070640
210.370000 211.396667 15859 0.00017438 0.00000109 33.3330 1.0000000000 2022-12-22 06:23:26.958252
210.376667 211.400000 15860 0.00017434 0.00000105 33.3330 1.0000000000 2022-12-22 06:23:28.841563
210.380000 211.410000 15861 0.00017442 0.00000109 33.3330 1.0000000000 2022-12-22 06:23:30.719247
210.390000 211.410000 15862 0.00017433 0.00000104 33.3330 1.0000000000 2022-12-22 06:23:32.582506
210.393333 211.410000 15863 0.00017439 0.00000109 33.3330 1.0000000000 2022-12-22 06:23:34.451691
210.400000 211.420000 15864 0.00017431 0.00000106 33.3330 1.0000000000 2022-12-22 06:23:36.333574
210.400000 211.438333 15865 0.00017436 0.00000111 33.3330 1.0000000000 2022-12-22 06:23:38.232623
210.410000 211.440000 15866 0.00017433 0.00000109 33.3330 1.0000000000 2022-12-22 06:23:40.107172
