T[C] Ux[V] Uy[V] f[Hz] SinVoltage[V] Current[A] Res[Ohm] T_A[C] T_B[C]
44.63 0.000182702 -4.926e-06 73.33 5.0 0.0047401 0.038543707999999996 0.0 0.0
45.53399999999999 0.00018258800000000002 -5.007999999999999e-06 73.33 5.0 0.00473982 0.038522100000000004 0.0 0.0
46.592 0.000182516 -5.004e-06 73.33 5.0 0.0047406 0.038500660000000006 0.0 0.0
47.59750000000001 0.00018259249999999998 -5.0474999999999995e-06 73.33 5.0 0.0047398 0.0385233275 0.0 0.0
48.67 0.00018254000000000002 -4.973999999999999e-06 73.33 5.0 0.0047402600000000005 0.038508485999999995 0.0 0.0
49.726 0.000182666 -5.0460000000000005e-06 73.33 5.0 0.00474052 0.038532782 0.0 0.0
50.665 0.0001825175 -5.0625e-06 73.33 5.0 0.0047393999999999995 0.038510785 0.0 0.0
51.66799999999999 0.00018249799999999999 -4.998e-06 73.33 5.0 0.004740319999999999 0.03849919 0.0 0.0
52.705 0.0001825625 -5.1225e-06 73.33 5.0 0.004739625 0.0385184075 0.0 0.0
53.6025 0.0001824125 -5.017500000000001e-06 73.33 5.0 0.004740325 0.0384812325 0.0 0.0
54.5975 0.00018248 -4.86e-06 73.33 5.0 0.004741175 0.038488402500000005 0.0 0.0
55.577999999999996 0.000182666 -4.985999999999999e-06 73.33 5.0 0.004739459999999999 0.038541438 0.0 0.0
56.5275 0.00018241249999999997 -4.9125e-06 73.33 5.0 0.004740375 0.038480864999999996 0.0 0.0
57.675 0.000182405 -4.92e-06 73.33 5.0 0.0047402749999999995 0.038480075 0.0 0.0
58.64 0.0001824575 -5.04e-06 73.33 5.0 0.00473965 0.03849615 0.0 0.0
59.627500000000005 0.00018242750000000001 -5.0175e-06 73.33 5.0 0.004739825 0.0384884575 0.0 0.0
60.602500000000006 0.0001826225 -5.025e-06 73.33 5.0 0.004740075 0.03852731 0.0 0.0
61.615 0.000182465 -4.95e-06 73.33 5.0 0.004740575 0.0384902175 0.0 0.0
62.707499999999996 0.00018238249999999998 -5.0025e-06 73.33 5.0 0.0047402 0.03847599 0.0 0.0
63.644999999999996 0.0001826 -4.9050000000000005e-06 73.33 5.0 0.0047394 0.03852805250000001 0.0 0.0
64.755 0.0001823225 -4.98e-06 73.33 5.0 0.0047397 0.03846749 0.0 0.0
65.695 0.0001824425 -5.0099999999999995e-06 73.33 5.0 0.004740349999999999 0.038487299999999995 0.0 0.0
66.66333333333333 0.00018234000000000002 -5.119999999999999e-06 73.33 5.0 0.00474 0.038468626666666665 0.0 0.0
67.5725 0.000182615 -5.025e-06 73.33 5.0 0.004739775 0.038528175 0.0 0.0
68.66250000000001 0.000182525 -4.9999999999999996e-06 73.33 5.0 0.004740275 0.038505255 0.0 0.0
69.6475 0.000182465 -4.9575e-06 73.33 5.0 0.004740325 0.038492195 0.0 0.0
70.69 0.00018267 -5.026666666666666e-06 73.33 5.0 0.004738966666666666 0.038546336666666674 0.0 0.0
71.44749999999999 0.00018257750000000002 -5.025e-06 73.33 5.0 0.00474035 0.038515615 0.0 0.0
72.6125 0.00018266750000000003 -4.9425000000000005e-06 73.33 5.0 0.004740025 0.038537027499999994 0.0 0.0
73.47000000000001 0.00018282000000000001 -4.9900000000000005e-06 73.33 5.0 0.0047393999999999995 0.038574163333333335 0.0 0.0
74.5875 0.00018266750000000003 -4.8225e-06 73.33 5.0 0.004740225 0.03853551 0.0 0.0
75.6525 0.00018275749999999998 -4.9575e-06 73.33 5.0 0.004739925 0.0385567825 0.0 0.0
76.535 0.00018257 -5.085e-06 73.33 5.0 0.00473975 0.03851892 0.0 0.0
77.605 0.00018275 -5.02e-06 73.33 5.0 0.004739683333333334 0.038557155 0.0 0.0
78.755 0.00018248 -4.95e-06 73.33 5.0 0.0047402 0.03849639 0.0 0.0
79.688 0.000182858 -5.1360000000000005e-06 73.33 5.0 0.00473988 0.038578233999999996 0.0 0.0
80.6 0.00018278 -4.86e-06 73.33 5.0 0.004743 0.03853658 0.0 0.0
81.52000000000001 0.000182946 -5.04e-06 73.33 5.0 0.004739419999999999 0.03860079200000001 0.0 0.0
82.49666666666667 0.00018303000000000001 -5.06e-06 73.33 5.0 0.004739566666666667 0.038616826666666666 0.0 0.0
83.5625 0.00018307249999999998 -5.0625e-06 73.33 5.0 0.0047401 0.03862135 0.0 0.0
84.65666666666665 0.00018298999999999998 -4.96e-06 73.33 5.0 0.004739833333333333 0.03860621 0.0 0.0
85.53666666666668 0.00018292999999999998 -5.226666666666666e-06 73.33 5.0 0.004740466666666667 0.03858855 0.0 0.0
86.42333333333333 0.00018307 -4.98e-06 73.33 5.0 0.004739466666666667 0.038626009999999995 0.0 0.0
87.61 0.000183106 -5.102e-06 73.33 5.0 0.00474006 0.03862953 0.0 0.0
88.79 0.00018309999999999998 -5.04e-06 73.33 5.0 0.004741133333333334 0.03861870333333334 0.0 0.0
89.70666666666666 0.00018333333333333334 -4.929999999999999e-06 73.33 5.0 0.004739833333333333 0.03867965 0.0 0.0
90.62333333333333 0.00018321666666666668 -4.9999999999999996e-06 73.33 5.0 0.0047396 0.038656296666666666 0.0 0.0
91.41666666666667 0.00018334999999999998 -4.88e-06 73.33 5.0 0.0047409 0.0386751 0.0 0.0
92.51750000000001 0.00018346250000000002 -4.934999999999999e-06 73.33 5.0 0.0047394 0.038710335 0.0 0.0
93.495 0.00018333 -5.16e-06 73.33 5.0 0.004739800000000001 0.038678870000000004 0.0 0.0
94.43 0.00018347 -5.0325000000000005e-06 73.33 5.0 0.004740025 0.038706939999999995 0.0 0.0
95.6525 0.00018356000000000004 -5.2425e-06 73.33 5.0 0.004740749999999999 0.03871978 0.0 0.0
96.82249999999999 0.0001836175 -5.055e-06 73.33 5.0 0.0047399 0.038739367499999997 0.0 0.0
97.82 0.0001837 -5.055e-06 73.33 5.0 0.0047395 0.03875981 0.0 0.0
98.58333333333333 0.00018389 -5.04e-06 73.33 5.0 0.0047396999999999995 0.038798023333333334 0.0 0.0
99.62666666666667 0.00018371 -5.096666666666667e-06 73.33 5.0 0.004739333333333333 0.03876333666666667 0.0 0.0
100.48333333333333 0.00018382 -4.76e-06 73.33 5.0 0.004740500000000001 0.038776856666666665 0.0 0.0
101.64750000000001 0.00018391749999999998 -4.86e-06 73.33 5.0 0.004739425 0.03880602 0.0 0.0
102.60666666666667 0.00018391000000000002 -4.960000000000001e-06 73.33 5.0 0.004740966666666666 0.03879191666666667 0.0 0.0
103.55333333333333 0.00018412 -5.016666666666666e-06 73.33 5.0 0.004739133333333333 0.03885089666666666 0.0 0.0
104.60666666666667 0.00018399 -4.9999999999999996e-06 73.33 5.0 0.0047391333333333336 0.038823623333333335 0.0 0.0
105.6575 0.0001843825 -5.0025e-06 73.33 5.0 0.00474 0.0388988525 0.0 0.0
106.82 0.00018436 -5.145000000000001e-06 73.33 5.0 0.0047405 0.038889995 0.0 0.0
107.50333333333333 0.00018437999999999997 -5.056666666666667e-06 73.33 5.0 0.004739633333333333 0.03890139 0.0 0.0
108.38333333333334 0.00018448 -4.96e-06 73.33 5.0 0.004740833333333334 0.03891242333333333 0.0 0.0
109.68 0.00018439 -4.785e-06 73.33 5.0 0.0047396999999999995 0.0389029025 0.0 0.0
110.66000000000001 0.00018460999999999998 -5.176666666666667e-06 73.33 5.0 0.004740766666666667 0.038940279999999994 0.0 0.0
111.81 0.00018447000000000003 -4.96e-06 73.33 5.0 0.004739366666666667 0.038922363333333335 0.0 0.0
112.62666666666667 0.00018471666666666667 -4.91e-06 73.33 5.0 0.004740433333333333 0.03896608 0.0 0.0
113.78666666666668 0.00018448 -4.96e-06 73.33 5.0 0.004739900000000001 0.03892009 0.0 0.0
114.69 0.00018463666666666668 -5.02e-06 73.33 5.0 0.0047392 0.03895948 0.0 0.0
115.6 0.000185045 -5.04e-06 73.33 5.0 0.00474035 0.03903582 0.0 0.0
116.5775 0.00018498 -5.0225e-06 73.33 5.0 0.004740325 0.0390234825 0.0 0.0
117.66333333333334 0.00018517999999999999 -4.949999999999999e-06 73.33 5.0 0.004739066666666666 0.03907577 0.0 0.0
118.67 0.00018523 -5.06e-06 73.33 5.0 0.004740833333333333 0.0390717 0.0 0.0
119.66666666666667 0.00018517000000000002 -5.11e-06 73.33 5.0 0.004739633333333333 0.039068983333333335 0.0 0.0
120.67333333333333 0.00018547 -4.89e-06 73.33 5.0 0.004739466666666667 0.03913323 0.0 0.0
121.76 0.0001853 -4.96e-06 73.33 5.0 0.004740866666666666 0.03908613 0.0 0.0
122.68666666666667 0.00018557 -5.15e-06 73.33 5.0 0.0047398 0.03915145333333333 0.0 0.0
123.61666666666667 0.00018546 -5.22e-06 73.33 5.0 0.004740133333333333 0.039125636666666665 0.0 0.0
124.70333333333333 0.00018557 -5.17e-06 73.33 5.0 0.0047413 0.03913908 0.0 0.0
125.70666666666666 0.0001858 -5.176666666666667e-06 73.33 5.0 0.0047397333333333335 0.03920025 0.0 0.0
126.73333333333333 0.00018588 -4.9199999999999995e-06 73.33 5.0 0.004739533333333334 0.03921863666666667 0.0 0.0
127.82333333333334 0.00018575999999999998 -4.87e-06 73.33 5.0 0.0047409999999999996 0.039181419999999995 0.0 0.0
128.535 0.00018616500000000002 -5.0800000000000005e-06 73.33 5.0 0.004739999999999999 0.039274470000000006 0.0 0.0
129.51 0.00018579 -5.109999999999999e-06 73.33 5.0 0.004739899999999999 0.03919669 0.0 0.0
130.60333333333332 0.00018614 -5.0999999999999995e-06 73.33 5.0 0.004739299999999999 0.03927508 0.0 0.0
131.41666666666666 0.0001861366666666667 -5.06e-06 73.33 5.0 0.004740533333333334 0.039264796666666664 0.0 0.0
132.6225 0.000186385 -5.07e-06 73.33 5.0 0.0047394 0.0393266 0.0 0.0
133.7 0.000186205 -5.155e-06 73.33 5.0 0.004739999999999999 0.03928387 0.0 0.0
134.55999999999997 0.00018639333333333335 -5.106666666666666e-06 73.33 5.0 0.0047404 0.03932046333333333 0.0 0.0
135.69 0.0001865775 -4.86e-06 73.33 5.0 0.004739325 0.039368115 0.0 0.0
136.685 0.000186635 -5.025e-06 73.33 5.0 0.00474015 0.0393739 0.0 0.0
137.47500000000002 0.00018690500000000001 -4.92e-06 73.33 5.0 0.0047408 0.039425105 0.0 0.0
138.55 0.000187145 -4.905e-06 73.33 5.0 0.0047408 0.03947536 0.0 0.0
139.71666666666667 0.00018718 -4.91e-06 73.33 5.0 0.004739066666666667 0.03949708666666666 0.0 0.0
140.74666666666667 0.00018725 -5.13e-06 73.33 5.0 0.0047399 0.03950484333333333 0.0 0.0
141.60500000000002 0.00018734 -5.29e-06 73.33 5.0 0.0047393999999999995 0.039527915 0.0 0.0
142.46333333333334 0.00018722 -4.98e-06 73.33 5.0 0.0047410333333333336 0.0394891 0.0 0.0
143.5666666666667 0.00018748 -5.216666666666667e-06 73.33 5.0 0.0047396 0.03955552666666667 0.0 0.0
144.60666666666665 0.0001876 -5.066666666666667e-06 73.33 5.0 0.0047399 0.03957819333333333 0.0 0.0
145.62 0.00018768 -5.13e-06 73.33 5.0 0.0047408 0.039587496666666666 0.0 0.0
146.54666666666665 0.00018778666666666665 -5.273333333333333e-06 73.33 5.0 0.004739166666666667 0.03962414 0.0 0.0
147.64666666666668 0.0001878666666666667 -5e-06 73.33 5.0 0.004740033333333334 0.03963369 0.0 0.0
148.55999999999997 0.00018796999999999998 -5.01e-06 73.33 5.0 0.0047408 0.03965035666666667 0.0 0.0
149.71666666666667 0.00018818333333333334 -5.186666666666666e-06 73.33 5.0 0.004739266666666666 0.03970720666666667 0.0 0.0
150.8166666666667 0.0001881033333333333 -5.05e-06 73.33 5.0 0.0047401 0.03968349333333334 0.0 0.0
151.62 0.00018829 -4.98e-06 73.33 5.0 0.0047401 0.03972324 0.0 0.0
152.63 0.0001883875 -5.165e-06 73.33 5.0 0.00474045 0.039740685 0.0 0.0
153.785 0.00018856 -4.935e-06 73.33 5.0 0.00474035 0.039777755 0.0 0.0
154.54333333333332 0.00018852 -5.07e-06 73.33 5.0 0.004738966666666667 0.039780916666666666 0.0 0.0
155.56999999999996 0.00018882 -5.08e-06 73.33 5.0 0.0047408 0.03982838666666667 0.0 0.0
156.60666666666668 0.00018897999999999997 -5.326666666666667e-06 73.33 5.0 0.0047397 0.039871159999999996 0.0 0.0
157.58666666666667 0.00018908 -5.146666666666667e-06 73.33 5.0 0.004739566666666666 0.03989330666666666 0.0 0.0
158.66 0.00018891999999999997 -5.276666666666666e-06 73.33 5.0 0.0047408 0.03984932333333333 0.0 0.0
159.77666666666667 0.00018933666666666666 -5.0866666666666665e-06 73.33 5.0 0.004740133333333334 0.03994298333333334 0.0 0.0
160.57999999999998 0.00018934 -5.04e-06 73.33 5.0 0.00474015 0.03994284 0.0 0.0
161.48 0.00018959 -4.9900000000000005e-06 73.33 5.0 0.004738933333333333 0.040007626666666664 0.0 0.0
162.49 0.00018952000000000002 -5.06e-06 73.33 5.0 0.004740233333333333 0.03998200333333333 0.0 0.0
163.66750000000002 0.0001897875 -5.32e-06 73.33 5.0 0.00473965 0.0400429425 0.0 0.0
164.745 0.000189945 -5.145e-06 73.33 5.0 0.00474025 0.0400709 0.0 0.0
165.6 0.00018991000000000003 -4.98e-06 73.33 5.0 0.004740633333333333 0.04006033666666667 0.0 0.0
166.66 0.00018997000000000003 -5.246666666666666e-06 73.33 5.0 0.004740633333333333 0.040072913333333335 0.0 0.0
167.6933333333333 0.00019018 -5.0066666666666664e-06 73.33 5.0 0.004739166666666667 0.04012933666666666 0.0 0.0
168.77 0.00019025999999999996 -5.140000000000001e-06 73.33 5.0 0.0047406 0.04013388666666667 0.0 0.0
169.60500000000002 0.000190395 -5.025e-06 73.33 5.0 0.0047392 0.04017408 0.0 0.0
170.47333333333333 0.00019042999999999998 -5.07e-06 73.33 5.0 0.0047409 0.04016705 0.0 0.0
171.53333333333333 0.00019048 -5.01e-06 73.33 5.0 0.004738866666666667 0.04019471333333333 0.0 0.0
172.59333333333333 0.00019098 -5.323333333333334e-06 73.33 5.0 0.0047397 0.040294533333333334 0.0 0.0
173.60666666666668 0.00019084333333333335 -5.02e-06 73.33 5.0 0.004740966666666666 0.04025446 0.0 0.0
174.65333333333334 0.00019114999999999998 -5.13e-06 73.33 5.0 0.004739533333333333 0.04033161 0.0 0.0
175.72333333333336 0.00019125999999999998 -5.233333333333334e-06 73.33 5.0 0.004739666666666667 0.04035353666666667 0.0 0.0
176.71333333333334 0.00019126000000000004 -5.109999999999999e-06 73.33 5.0 0.004740633333333333 0.040345266666666664 0.0 0.0
177.76666666666665 0.00019125999999999998 -5.209999999999999e-06 73.33 5.0 0.004739833333333333 0.04035205666666667 0.0 0.0
178.675 0.000191585 -5.3450000000000005e-06 73.33 5.0 0.004740650000000001 0.040413245 0.0 0.0
179.5533333333333 0.00019154 -5.140000000000001e-06 73.33 5.0 0.004739266666666666 0.04041561666666666 0.0 0.0
180.57666666666668 0.00019167 -5.116666666666667e-06 73.33 5.0 0.004740866666666666 0.04042926333333333 0.0 0.0
181.6 0.00019194 -5.146666666666667e-06 73.33 5.0 0.0047406 0.040488133333333336 0.0 0.0
182.64666666666668 0.00019203000000000002 -5.196666666666667e-06 73.33 5.0 0.004738933333333333 0.04052122666666667 0.0 0.0
183.6933333333333 0.00019205 -5.286666666666667e-06 73.33 5.0 0.004740333333333333 0.0405134 0.0 0.0
184.76333333333332 0.00019224 -5.226666666666666e-06 73.33 5.0 0.004740466666666666 0.04055207333333333 0.0 0.0
185.63 0.00019239 -5.145000000000001e-06 73.33 5.0 0.00473995 0.040589034999999996 0.0 0.0
186.49333333333334 0.00019260000000000002 -5.04e-06 73.33 5.0 0.0047394333333333335 0.040638556666666666 0.0 0.0
187.55666666666664 0.00019252333333333335 -5.2e-06 73.33 5.0 0.004739466666666667 0.040621446666666665 0.0 0.0
188.58666666666667 0.00019278 -5.41e-06 73.33 5.0 0.004741033333333333 0.040662439999999994 0.0 0.0
189.66 0.00019279 -4.86e-06 73.33 5.0 0.004739233333333333 0.04068007333333334 0.0 0.0
190.68999999999997 0.00019278999999999998 -5.156666666666667e-06 73.33 5.0 0.004740466666666666 0.04066941333333334 0.0 0.0
191.73333333333335 0.00019318999999999999 -5.2466666666666675e-06 73.33 5.0 0.0047406666666666665 0.040751513333333336 0.0 0.0
192.595 0.00019328500000000002 -5.16e-06 73.33 5.0 0.00473955 0.04078108 0.0 0.0
193.45666666666668 0.00019354 -5.08e-06 73.33 5.0 0.0047396999999999995 0.04083325000000001 0.0 0.0
194.52666666666664 0.00019374 -5.206666666666666e-06 73.33 5.0 0.004739466666666667 0.04087719333333333 0.0 0.0
195.5633333333333 0.00019355666666666667 -5.0866666666666665e-06 73.33 5.0 0.004740833333333333 0.040827709999999996 0.0 0.0
196.59333333333333 0.00019402999999999998 -5.15e-06 73.33 5.0 0.004739933333333334 0.04093602333333333 0.0 0.0
197.65333333333334 0.00019402333333333333 -5.126666666666666e-06 73.33 5.0 0.0047396 0.040936726666666666 0.0 0.0
198.69999999999996 0.00019426 -5.1600000000000006e-06 73.33 5.0 0.004741033333333333 0.04097467 0.0 0.0
199.74666666666667 0.00019412333333333333 -5.186666666666666e-06 73.33 5.0 0.004739366666666667 0.040959760000000005 0.0 0.0
200.625 0.00019443 -5.14e-06 73.33 5.0 0.00474025 0.041017035 0.0 0.0
201.47 0.00019433000000000002 -5.266666666666666e-06 73.33 5.0 0.004738966666666667 0.04100718333333333 0.0 0.0
202.52666666666667 0.00019456 -5.05e-06 73.33 5.0 0.004740633333333333 0.04104094333333333 0.0 0.0
203.55999999999997 0.00019469 -5.016666666666666e-06 73.33 5.0 0.004740166666666667 0.041072326666666666 0.0 0.0
204.61 0.00019494 -5.303333333333334e-06 73.33 5.0 0.004739066666666666 0.041134276666666664 0.0 0.0
205.65333333333334 0.00019488 -5.166666666666667e-06 73.33 5.0 0.004740500000000001 0.04110923666666667 0.0 0.0
206.69666666666663 0.00019508666666666666 -5.186666666666666e-06 73.33 5.0 0.0047400666666666666 0.041156943333333335 0.0 0.0
207.74333333333334 0.00019541333333333334 -5.08e-06 73.33 5.0 0.004739366666666667 0.041232316666666664 0.0 0.0
208.615 0.00019537500000000002 -5.3599999999999995e-06 73.33 5.0 0.00474045 0.041213495 0.0 0.0
209.48000000000002 0.00019554999999999998 -5.216666666666667e-06 73.33 5.0 0.004739833333333333 0.04125757333333333 0.0 0.0
210.51333333333332 0.00019574000000000002 -5.136666666666667e-06 73.33 5.0 0.0047406666666666665 0.041290136666666664 0.0 0.0
211.55666666666664 0.0001958 -5.02e-06 73.33 5.0 0.0047394 0.04131369333333334 0.0 0.0
212.59666666666666 0.00019603000000000003 -5.276666666666667e-06 73.33 5.0 0.00474 0.04135668666666666 0.0 0.0
213.63666666666666 0.00019594 -5.186666666666666e-06 73.33 5.0 0.004740733333333334 0.041331443333333336 0.0 0.0
214.66666666666666 0.00019642000000000002 -5.1600000000000006e-06 73.33 5.0 0.004739133333333333 0.041445993333333334 0.0 0.0
215.71000000000004 0.00019652000000000002 -5.2466666666666675e-06 73.33 5.0 0.004740433333333333 0.041455566666666666 0.0 0.0
216.75666666666666 0.00019674666666666667 -5.293333333333333e-06 73.33 5.0 0.004740466666666668 0.04150344 0.0 0.0
217.625 0.00019658000000000002 -5.435e-06 73.33 5.0 0.0047398 0.04147371 0.0 0.0
218.49 0.00019682999999999997 -5.186666666666666e-06 73.33 5.0 0.004739033333333333 0.04153281 0.0 0.0
219.5233333333333 0.00019698333333333334 -5.18e-06 73.33 5.0 0.0047397333333333335 0.041560146666666666 0.0 0.0
220.5633333333333 0.00019688666666666668 -5.176666666666667e-06 73.33 5.0 0.0047408 0.04152998 0.0 0.0
221.60333333333332 0.00019713 -5.196666666666666e-06 73.33 5.0 0.0047391 0.04159722 0.0 0.0
222.64 0.00019733999999999998 -5.216666666666667e-06 73.33 5.0 0.0047400666666666666 0.041632829999999996 0.0 0.0
223.66333333333333 0.00019771000000000003 -5.223333333333332e-06 73.33 5.0 0.004740500000000001 0.041706523333333335 0.0 0.0
224.69666666666663 0.00019775 -5.293333333333333e-06 73.33 5.0 0.0047390999999999996 0.04172719 0.0 0.0
225.7266666666667 0.00019800000000000002 -5.293333333333333e-06 73.33 5.0 0.0047399 0.041772540000000004 0.0 0.0
226.75333333333333 0.00019758000000000002 -5.256666666666667e-06 73.33 5.0 0.004740433333333333 0.04167983333333333 0.0 0.0
227.615 0.000197905 -5.085e-06 73.33 5.0 0.0047395 0.041756205000000005 0.0 0.0
228.47000000000003 0.0001980766666666667 -5.286666666666667e-06 73.33 5.0 0.004739533333333334 0.041792503333333335 0.0 0.0
229.49666666666667 0.00019842333333333333 -5.139999999999999e-06 73.33 5.0 0.0047392 0.041868876666666666 0.0 0.0
230.52666666666667 0.00019859 -5.15e-06 73.33 5.0 0.0047409999999999996 0.04188852666666667 0.0 0.0
231.5633333333333 0.00019868000000000002 -5.236666666666667e-06 73.33 5.0 0.0047393 0.04192244333333334 0.0 0.0
232.59666666666666 0.0001987 -5.549999999999999e-06 73.33 5.0 0.004739500000000001 0.04192488666666666 0.0 0.0
233.63 0.00019884000000000001 -5.13e-06 73.33 5.0 0.004740633333333333 0.04194419666666666 0.0 0.0
234.66 0.00019886 -5.123333333333333e-06 73.33 5.0 0.004739066666666666 0.04196219666666667 0.0 0.0
235.68666666666664 0.00019907 -5.236666666666667e-06 73.33 5.0 0.004739633333333333 0.04200120333333334 0.0 0.0
236.71000000000004 0.00019936000000000002 -5.266666666666667e-06 73.33 5.0 0.004740766666666667 0.04205199666666667 0.0 0.0
237.73333333333335 0.00019962666666666667 -5.216666666666667e-06 73.33 5.0 0.0047393999999999995 0.04212064666666667 0.0 0.0
238.75333333333333 0.00019957000000000002 -5.23e-06 73.33 5.0 0.004739666666666666 0.04210577666666667 0.0 0.0
239.61 0.00019981 -5.29e-06 73.33 5.0 0.00473945 0.042159039999999995 0.0 0.0
240.46333333333337 0.00019988666666666667 -4.9999999999999996e-06 73.33 5.0 0.004740933333333333 0.042161556666666676 0.0 0.0
241.48666666666668 0.00020013 -5.3433333333333336e-06 73.33 5.0 0.004739666666666667 0.04222518666666667 0.0 0.0
242.51 0.00020025999999999998 -5.0999999999999995e-06 73.33 5.0 0.004739066666666666 0.04225783333333333 0.0 0.0
243.53 0.0002002 -5.323333333333334e-06 73.33 5.0 0.004740566666666667 0.042231873333333336 0.0 0.0
244.54333333333332 0.00020056999999999999 -5.136666666666667e-06 73.33 5.0 0.0047396 0.042318 0.0 0.0
245.56666666666663 0.00020052 -5.296666666666666e-06 73.33 5.0 0.004739600000000001 0.04230757666666667 0.0 0.0
246.58333333333334 0.00020091999999999997 -5.44e-06 73.33 5.0 0.0047406666666666665 0.04238186333333333 0.0 0.0
247.60999999999999 0.00020102999999999996 -5.096666666666666e-06 73.33 5.0 0.004738933333333333 0.04242043666666667 0.0 0.0
248.63 0.00020118666666666665 -5.303333333333333e-06 73.33 5.0 0.004739333333333333 0.04245035666666667 0.0 0.0
249.64333333333335 0.00020113 -5.266666666666667e-06 73.33 5.0 0.004740533333333334 0.04242711 0.0 0.0
250.65666666666667 0.00020144333333333334 -5.41e-06 73.33 5.0 0.004739066666666666 0.04250724 0.0 0.0
251.66333333333333 0.00020152000000000004 -5.293333333333333e-06 73.33 5.0 0.0047392 0.042522863333333334 0.0 0.0
252.67666666666665 0.00020176000000000002 -5.363333333333333e-06 73.33 5.0 0.0047409 0.04255789666666667 0.0 0.0
253.70000000000002 0.00020182999999999998 -5.333333333333333e-06 73.33 5.0 0.0047395 0.04258516666666667 0.0 0.0
254.71000000000004 0.00020198000000000001 -5.293333333333332e-06 73.33 5.0 0.0047392 0.04261929333333333 0.0 0.0
255.72000000000003 0.0002021 -5.11e-06 73.33 5.0 0.0047406 0.04263180333333333 0.0 0.0
256.7366666666667 0.00020209999999999998 -5.503333333333333e-06 73.33 5.0 0.004738966666666666 0.04264642999999999 0.0 0.0
257.74666666666667 0.00020238000000000002 -5.3433333333333336e-06 73.33 5.0 0.0047397333333333335 0.042698323333333336 0.0 0.0
258.75666666666666 0.00020259 -5.363333333333333e-06 73.33 5.0 0.004740533333333333 0.04273521 0.0 0.0
259.7666666666667 0.00020262 -5.236666666666667e-06 73.33 5.0 0.004738666666666666 0.04275818 0.0 0.0
260.77333333333337 0.00020289666666666669 -5.243333333333334e-06 73.33 5.0 0.004739666666666667 0.04280792333333333 0.0 0.0
261.62 0.00020276 -5.1750000000000004e-06 73.33 5.0 0.0047393 0.04278291 0.0 0.0
262.4633333333333 0.00020309333333333335 -5.22e-06 73.33 5.0 0.004740533333333333 0.042842036666666666 0.0 0.0
263.47 0.00020305 -5.323333333333334e-06 73.33 5.0 0.0047392 0.04284563 0.0 0.0
264.49 0.00020339000000000002 -5.3566666666666665e-06 73.33 5.0 0.0047391 0.042917779999999996 0.0 0.0
265.5 0.00020357 -5.4333333333333335e-06 73.33 5.0 0.004740433333333333 0.04294354 0.0 0.0
266.51000000000005 0.00020372 -5.23e-06 73.33 5.0 0.004739766666666667 0.04298095333333333 0.0 0.0
267.5166666666667 0.00020391 -5.51e-06 73.33 5.0 0.004739033333333333 0.04302741666666667 0.0 0.0
268.52333333333337 0.00020386000000000002 -5.273333333333333e-06 73.33 5.0 0.0047404 0.04300451 0.0 0.0
269.53333333333336 0.00020406666666666668 -5.21e-06 73.33 5.0 0.004739633333333333 0.04305559 0.0 0.0
270.53333333333336 0.0002041 -5.286666666666667e-06 73.33 5.0 0.004739033333333333 0.04306724 0.0 0.0
271.5466666666667 0.00020427 -5.3333333333333345e-06 73.33 5.0 0.004740633333333333 0.04308836333333333 0.0 0.0
272.5566666666667 0.0002044233333333333 -5.393333333333334e-06 73.33 5.0 0.0047399 0.04312855000000001 0.0 0.0
273.56666666666666 0.00020449333333333333 -5.3433333333333336e-06 73.33 5.0 0.0047390999999999996 0.04315048666666666 0.0 0.0
274.58 0.00020496999999999998 -5.54e-06 73.33 5.0 0.0047407 0.043236536666666665 0.0 0.0
275.5833333333333 0.00020493 -5.3333333333333345e-06 73.33 5.0 0.004740033333333333 0.043234226666666674 0.0 0.0
276.5933333333333 0.00020511 -5.0999999999999995e-06 73.33 5.0 0.004739033333333333 0.04328105333333334 0.0 0.0
277.60999999999996 0.0002054466666666667 -5.423333333333333e-06 73.33 5.0 0.0047408 0.04333626666666667 0.0 0.0
